indice_tiempo;medio_de_transporte;pais_origen;viajes_de_turistas_no_residentes
1/8/2015;Aérea;Brasil;62799
1/8/2015;Aérea;Chile;21470
1/8/2015;Aérea;Paraguay;5327
1/8/2015;Aérea;Uruguay;5094
1/8/2015;Aérea;EE.UU. y Canadá;18208
1/8/2015;Aérea;Resto de América;32342
1/8/2015;Aérea;Europa;34333
1/8/2015;Aérea;Resto del mundo;12217
1/8/2015;Fluvial/Marítima;Bolivia;6952
1/8/2015;Fluvial/Marítima;Brasil;8673
1/8/2015;Fluvial/Marítima;Chile;648
1/8/2015;Fluvial/Marítima;Paraguay;7407
1/8/2015;Fluvial/Marítima;Uruguay;30793
1/8/2015;Fluvial/Marítima;EE.UU. y Canadá;1391
1/8/2015;Fluvial/Marítima;Resto de América;4074
1/8/2015;Fluvial/Marítima;Europa;3943
1/8/2015;Fluvial/Marítima;Resto del mundo;901
1/8/2015;Terrestre;Bolivia;24022
1/8/2015;Terrestre;Brasil;24187
1/8/2015;Terrestre;Chile;35916
1/8/2015;Terrestre;Paraguay;54296
1/8/2015;Terrestre;Uruguay;30941
1/8/2015;Terrestre;EE.UU. y Canadá;1719
1/8/2015;Terrestre;Resto de América;7913
1/8/2015;Terrestre;Europa;13403
1/8/2015;Terrestre;Resto del mundo;3429
1/9/2015;Aérea;Bolivia;5136
1/9/2015;Aérea;Brasil;54801
1/9/2015;Aérea;Chile;24012
1/9/2015;Aérea;Paraguay;5541
1/9/2015;Aérea;Uruguay;5600
1/9/2015;Aérea;EE.UU. y Canadá;16661
1/9/2015;Aérea;Resto de América;29958
1/9/2015;Aérea;Europa;30072
1/9/2015;Aérea;Resto del mundo;12086
1/9/2015;Fluvial/Marítima;Bolivia;6358
1/9/2015;Fluvial/Marítima;Brasil;9101
1/9/2015;Fluvial/Marítima;Chile;907
1/9/2015;Fluvial/Marítima;Paraguay;7519
1/9/2015;Fluvial/Marítima;Uruguay;32171
1/9/2015;Fluvial/Marítima;EE.UU. y Canadá;1481
1/9/2015;Fluvial/Marítima;Resto de América;4140
1/9/2015;Fluvial/Marítima;Europa;4014
1/9/2015;Fluvial/Marítima;Resto del mundo;966
1/9/2015;Terrestre;Bolivia;22903
1/9/2015;Terrestre;Brasil;26529
1/9/2015;Terrestre;Chile;54968
1/9/2015;Terrestre;Paraguay;53295
1/9/2015;Terrestre;Uruguay;35567
1/9/2015;Terrestre;EE.UU. y Canadá;2164
1/9/2015;Terrestre;Resto de América;9168
1/9/2015;Terrestre;Europa;11809
1/9/2015;Terrestre;Resto del mundo;4025
1/10/2015;Aérea;Bolivia;5859
1/10/2015;Aérea;Brasil;46820
1/10/2015;Aérea;Chile;23857
1/10/2015;Aérea;Paraguay;4979
1/10/2015;Aérea;Uruguay;4690
1/10/2015;Aérea;EE.UU. y Canadá;19572
1/10/2015;Aérea;Resto de América;34218
1/10/2015;Aérea;Europa;33716
1/10/2015;Aérea;Resto del mundo;11949
1/10/2015;Fluvial/Marítima;Bolivia;6886
1/10/2015;Fluvial/Marítima;Brasil;7971
1/10/2015;Fluvial/Marítima;Chile;990
1/10/2015;Fluvial/Marítima;Paraguay;7997
1/10/2015;Fluvial/Marítima;Uruguay;32093
1/10/2015;Fluvial/Marítima;EE.UU. y Canadá;2148
1/10/2015;Fluvial/Marítima;Resto de América;5688
1/10/2015;Fluvial/Marítima;Europa;6488
1/10/2015;Fluvial/Marítima;Resto del mundo;1266
1/10/2015;Terrestre;Bolivia;33668
1/10/2015;Terrestre;Brasil;28147
1/10/2015;Terrestre;Chile;64684
1/10/2015;Terrestre;Paraguay;55776
1/10/2015;Terrestre;Uruguay;32441
1/10/2015;Terrestre;EE.UU. y Canadá;3258
1/10/2015;Terrestre;Resto de América;10013
1/10/2015;Terrestre;Europa;18634
1/10/2015;Terrestre;Resto del mundo;4650
1/11/2015;Aérea;Bolivia;5222
1/11/2015;Aérea;Brasil;41291
1/11/2015;Aérea;Chile;24579
1/11/2015;Aérea;Paraguay;5078
1/11/2015;Aérea;Uruguay;4290
1/11/2015;Aérea;EE.UU. y Canadá;25780
1/11/2015;Aérea;Resto de América;34973
1/11/2015;Aérea;Europa;52320
1/11/2015;Aérea;Resto del mundo;12701
1/11/2015;Fluvial/Marítima;Bolivia;6071
1/11/2015;Fluvial/Marítima;Brasil;7495
1/11/2015;Fluvial/Marítima;Chile;1010
1/11/2015;Fluvial/Marítima;Paraguay;8442
1/11/2015;Fluvial/Marítima;Uruguay;34998
1/11/2015;Fluvial/Marítima;EE.UU. y Canadá;3812
1/11/2015;Fluvial/Marítima;Resto de América;4777
1/11/2015;Fluvial/Marítima;Europa;10001
1/11/2015;Fluvial/Marítima;Resto del mundo;1845
1/11/2015;Terrestre;Bolivia;27188
1/11/2015;Terrestre;Brasil;23638
1/11/2015;Terrestre;Chile;64855
1/11/2015;Terrestre;Paraguay;55909
1/11/2015;Terrestre;Uruguay;32579
1/11/2015;Terrestre;EE.UU. y Canadá;5613
1/11/2015;Terrestre;Resto de América;12772
1/11/2015;Terrestre;Europa;36358
1/11/2015;Terrestre;Resto del mundo;6622
1/12/2015;Aérea;Bolivia;6978
1/12/2015;Aérea;Brasil;34443
1/12/2015;Aérea;Chile;18907
1/12/2015;Aérea;Paraguay;6705
1/12/2015;Aérea;Uruguay;3753
1/12/2015;Aérea;EE.UU. y Canadá;29533
1/12/2015;Aérea;Resto de América;47266
1/12/2015;Aérea;Europa;57758
1/12/2015;Aérea;Resto del mundo;16945
1/12/2015;Fluvial/Marítima;Bolivia;9597
1/12/2015;Fluvial/Marítima;Brasil;24035
1/12/2015;Fluvial/Marítima;Chile;1304
1/12/2015;Fluvial/Marítima;Paraguay;9701
1/12/2015;Fluvial/Marítima;Uruguay;29755
1/12/2015;Fluvial/Marítima;EE.UU. y Canadá;10399
1/12/2015;Fluvial/Marítima;Resto de América;7869
1/12/2015;Fluvial/Marítima;Europa;14612
1/12/2015;Fluvial/Marítima;Resto del mundo;3516
1/12/2015;Terrestre;Bolivia;49608
1/12/2015;Terrestre;Brasil;28881
1/12/2015;Terrestre;Chile;96387
1/12/2015;Terrestre;Paraguay;122696
1/12/2015;Terrestre;Uruguay;28003
1/12/2015;Terrestre;EE.UU. y Canadá;6777
1/12/2015;Terrestre;Resto de América;16801
1/12/2015;Terrestre;Europa;32429
1/12/2015;Terrestre;Resto del mundo;10604
1/1/2016;Aérea;Bolivia;7842
1/1/2016;Aérea;Brasil;38487
1/1/2016;Aérea;Chile;16396
1/1/2016;Aérea;Paraguay;5093
1/1/2016;Aérea;Uruguay;3123
1/1/2016;Aérea;EE.UU. y Canadá;39785
1/1/2016;Aérea;Resto de América;35648
1/1/2016;Aérea;Europa;75533
1/1/2016;Aérea;Resto del mundo;19267
1/1/2016;Fluvial/Marítima;Bolivia;8599
1/1/2016;Fluvial/Marítima;Brasil;36245
1/1/2016;Fluvial/Marítima;Chile;2487
1/1/2016;Fluvial/Marítima;Paraguay;7436
1/1/2016;Fluvial/Marítima;Uruguay;23048
1/1/2016;Fluvial/Marítima;EE.UU. y Canadá;19143
1/1/2016;Fluvial/Marítima;Resto de América;6935
1/1/2016;Fluvial/Marítima;Europa;21936
1/1/2016;Fluvial/Marítima;Resto del mundo;6360
1/1/2016;Terrestre;Bolivia;65510
1/1/2016;Terrestre;Brasil;44415
1/1/2016;Terrestre;Chile;131502
1/1/2016;Terrestre;Paraguay;78697
1/1/2016;Terrestre;Uruguay;29126
1/1/2016;Terrestre;EE.UU. y Canadá;7767
1/1/2016;Terrestre;Resto de América;16767
1/1/2016;Terrestre;Europa;36561
1/1/2016;Terrestre;Resto del mundo;16249
1/2/2016;Aérea;Bolivia;6078
1/2/2016;Aérea;Brasil;23715
1/2/2016;Aérea;Chile;22602
1/2/2016;Aérea;Paraguay;4035
1/2/2016;Aérea;Uruguay;3169
1/2/2016;Aérea;EE.UU. y Canadá;28328
1/2/2016;Aérea;Resto de América;25223
1/2/2016;Aérea;Europa;57767
1/2/2016;Aérea;Resto del mundo;17812
1/2/2016;Fluvial/Marítima;Bolivia;4159
1/2/2016;Fluvial/Marítima;Brasil;30032
1/2/2016;Fluvial/Marítima;Chile;4416
1/2/2016;Fluvial/Marítima;Paraguay;6596
1/2/2016;Fluvial/Marítima;Uruguay;24035
1/2/2016;Fluvial/Marítima;EE.UU. y Canadá;19220
1/2/2016;Fluvial/Marítima;Resto de América;4702
1/2/2016;Fluvial/Marítima;Europa;27797
1/2/2016;Fluvial/Marítima;Resto del mundo;6656
1/2/2016;Terrestre;Bolivia;42931
1/2/2016;Terrestre;Brasil;29053
1/2/2016;Terrestre;Chile;184788
1/2/2016;Terrestre;Paraguay;66448
1/2/2016;Terrestre;Uruguay;28694
1/2/2016;Terrestre;EE.UU. y Canadá;7469
1/2/2016;Terrestre;Resto de América;12519
1/2/2016;Terrestre;Europa;33869
1/2/2016;Terrestre;Resto del mundo;13907
1/3/2016;Aérea;Bolivia;5110
1/3/2016;Aérea;Brasil;26809
1/3/2016;Aérea;Chile;18059
1/3/2016;Aérea;Paraguay;5093
1/3/2016;Aérea;Uruguay;5247
1/3/2016;Aérea;EE.UU. y Canadá;32053
1/3/2016;Aérea;Resto de América;29163
1/3/2016;Aérea;Europa;57646
1/3/2016;Aérea;Resto del mundo;16022
1/3/2016;Fluvial/Marítima;Bolivia;6049
1/3/2016;Fluvial/Marítima;Brasil;10810
1/3/2016;Fluvial/Marítima;Chile;1785
1/3/2016;Fluvial/Marítima;Paraguay;6149
1/3/2016;Fluvial/Marítima;Uruguay;36770
1/3/2016;Fluvial/Marítima;EE.UU. y Canadá;16441
1/3/2016;Fluvial/Marítima;Resto de América;7026
1/3/2016;Fluvial/Marítima;Europa;17406
1/3/2016;Fluvial/Marítima;Resto del mundo;5108
1/3/2016;Terrestre;Bolivia;30151
1/3/2016;Terrestre;Brasil;24475
1/3/2016;Terrestre;Chile;84208
1/3/2016;Terrestre;Paraguay;65532
1/3/2016;Terrestre;Uruguay;39941
1/3/2016;Terrestre;EE.UU. y Canadá;6732
1/3/2016;Terrestre;Resto de América;12564
1/3/2016;Terrestre;Europa;31109
1/3/2016;Terrestre;Resto del mundo;9749
1/4/2016;Aérea;Bolivia;5071
1/4/2016;Aérea;Brasil;39399
1/4/2016;Aérea;Chile;18451
1/4/2016;Aérea;Paraguay;4652
1/4/2016;Aérea;Uruguay;4775
1/4/2016;Aérea;EE.UU. y Canadá;24870
1/4/2016;Aérea;Resto de América;27073
1/4/2016;Aérea;Europa;48942
1/4/2016;Aérea;Resto del mundo;14094
1/4/2016;Fluvial/Marítima;Bolivia;7331
1/4/2016;Fluvial/Marítima;Brasil;8034
1/4/2016;Fluvial/Marítima;Chile;706
1/4/2016;Fluvial/Marítima;Paraguay;5235
1/4/2016;Fluvial/Marítima;Uruguay;26836
1/4/2016;Fluvial/Marítima;EE.UU. y Canadá;2775
1/4/2016;Fluvial/Marítima;Resto de América;3361
1/4/2016;Fluvial/Marítima;Europa;6239
1/4/2016;Fluvial/Marítima;Resto del mundo;1685
1/4/2016;Terrestre;Bolivia;27120
1/4/2016;Terrestre;Brasil;26924
1/4/2016;Terrestre;Chile;45982
1/4/2016;Terrestre;Paraguay;38301
1/4/2016;Terrestre;Uruguay;22042
1/4/2016;Terrestre;EE.UU. y Canadá;3464
1/4/2016;Terrestre;Resto de América;8731
1/4/2016;Terrestre;Europa;17933
1/4/2016;Terrestre;Resto del mundo;5594
1/5/2016;Aérea;Bolivia;5040
1/5/2016;Aérea;Brasil;45690
1/5/2016;Aérea;Chile;20912
1/5/2016;Aérea;Paraguay;5097
1/5/2016;Aérea;Uruguay;5848
1/5/2016;Aérea;EE.UU. y Canadá;19151
1/5/2016;Aérea;Resto de América;25618
1/5/2016;Aérea;Europa;32627
1/5/2016;Aérea;Resto del mundo;12975
1/5/2016;Fluvial/Marítima;Bolivia;9859
1/5/2016;Fluvial/Marítima;Brasil;7599
1/5/2016;Fluvial/Marítima;Chile;723
1/5/2016;Fluvial/Marítima;Paraguay;5942
1/5/2016;Fluvial/Marítima;Uruguay;27051
1/5/2016;Fluvial/Marítima;EE.UU. y Canadá;1772
1/5/2016;Fluvial/Marítima;Resto de América;3211
1/5/2016;Fluvial/Marítima;Europa;3949
1/5/2016;Fluvial/Marítima;Resto del mundo;1119
1/5/2016;Terrestre;Bolivia;27971
1/5/2016;Terrestre;Brasil;24762
1/5/2016;Terrestre;Chile;39401
1/5/2016;Terrestre;Paraguay;44621
1/5/2016;Terrestre;Uruguay;17479
1/5/2016;Terrestre;EE.UU. y Canadá;1776
1/5/2016;Terrestre;Resto de América;8519
1/5/2016;Terrestre;Europa;11529
1/5/2016;Terrestre;Resto del mundo;3835
1/6/2016;Aérea;Bolivia;4373
1/6/2016;Aérea;Brasil;49361
1/6/2016;Aérea;Chile;19467
1/6/2016;Aérea;Paraguay;4485
1/6/2016;Aérea;Uruguay;5439
1/6/2016;Aérea;EE.UU. y Canadá;19264
1/6/2016;Aérea;Resto de América;25026
1/6/2016;Aérea;Europa;26362
1/6/2016;Aérea;Resto del mundo;10530
1/6/2016;Fluvial/Marítima;Bolivia;9216
1/6/2016;Fluvial/Marítima;Brasil;7382
1/6/2016;Fluvial/Marítima;Chile;554
1/6/2016;Fluvial/Marítima;Paraguay;5398
1/6/2016;Fluvial/Marítima;Uruguay;22940
1/6/2016;Fluvial/Marítima;EE.UU. y Canadá;1918
1/6/2016;Fluvial/Marítima;Resto de América;3245
1/6/2016;Fluvial/Marítima;Europa;2787
1/6/2016;Fluvial/Marítima;Resto del mundo;926
1/6/2016;Terrestre;Bolivia;25377
1/6/2016;Terrestre;Brasil;19371
1/6/2016;Terrestre;Chile;31642
1/6/2016;Terrestre;Paraguay;41144
1/6/2016;Terrestre;Uruguay;17577
1/6/2016;Terrestre;EE.UU. y Canadá;2154
1/6/2016;Terrestre;Resto de América;7793
1/6/2016;Terrestre;Europa;7392
1/6/2016;Terrestre;Resto del mundo;2885
1/7/2016;Aérea;Bolivia;6402
1/7/2016;Aérea;Brasil;70345
1/7/2016;Aérea;Chile;21287
1/7/2016;Aérea;Paraguay;6576
1/7/2016;Aérea;Uruguay;5514
1/7/2016;Aérea;EE.UU. y Canadá;20868
1/7/2016;Aérea;Resto de América;28484
1/7/2016;Aérea;Europa;28780
1/7/2016;Aérea;Resto del mundo;11557
1/7/2016;Fluvial/Marítima;Bolivia;11522
1/7/2016;Fluvial/Marítima;Brasil;13197
1/7/2016;Fluvial/Marítima;Chile;941
1/7/2016;Fluvial/Marítima;Paraguay;7076
1/7/2016;Fluvial/Marítima;Uruguay;37190
1/7/2016;Fluvial/Marítima;EE.UU. y Canadá;1948
1/7/2016;Fluvial/Marítima;Resto de América;4030
1/7/2016;Fluvial/Marítima;Europa;3692
1/7/2016;Fluvial/Marítima;Resto del mundo;1054
1/7/2016;Terrestre;Bolivia;41800
1/7/2016;Terrestre;Brasil;32210
1/7/2016;Terrestre;Chile;54596
1/7/2016;Terrestre;Paraguay;70865
1/7/2016;Terrestre;Uruguay;34427
1/7/2016;Terrestre;EE.UU. y Canadá;2813
1/7/2016;Terrestre;Resto de América;10769
1/7/2016;Terrestre;Europa;11336
1/7/2016;Terrestre;Resto del mundo;3336
1/8/2016;Aérea;Bolivia;5063
1/8/2016;Aérea;Brasil;64338
1/8/2016;Aérea;Chile;20094
1/8/2016;Aérea;Paraguay;4929
1/8/2016;Aérea;Uruguay;5035
1/8/2016;Aérea;EE.UU. y Canadá;21407
1/8/2016;Aérea;Resto de América;30544
1/8/2016;Aérea;Europa;36190
1/8/2016;Aérea;Resto del mundo;13068
1/8/2016;Fluvial/Marítima;Bolivia;8807
1/8/2016;Fluvial/Marítima;Brasil;8440
1/8/2016;Fluvial/Marítima;Chile;694
1/8/2016;Fluvial/Marítima;Paraguay;6183
1/8/2016;Fluvial/Marítima;Uruguay;26919
1/8/2016;Fluvial/Marítima;EE.UU. y Canadá;1563
1/8/2016;Fluvial/Marítima;Resto de América;3752
1/8/2016;Fluvial/Marítima;Europa;4542
1/8/2016;Fluvial/Marítima;Resto del mundo;955
1/8/2016;Terrestre;Bolivia;28783
1/8/2016;Terrestre;Brasil;23625
1/8/2016;Terrestre;Chile;39881
1/8/2016;Terrestre;Paraguay;54634
1/8/2016;Terrestre;Uruguay;23444
1/8/2016;Terrestre;EE.UU. y Canadá;2621
1/8/2016;Terrestre;Resto de América;10350
1/8/2016;Terrestre;Europa;13832
1/8/2016;Terrestre;Resto del mundo;3587
1/9/2016;Aérea;Bolivia;5522
1/9/2016;Aérea;Brasil;58354
1/9/2016;Aérea;Chile;20488
1/9/2016;Aérea;Paraguay;4575
1/9/2016;Aérea;Uruguay;5898
1/9/2016;Aérea;EE.UU. y Canadá;17933
1/9/2016;Aérea;Resto de América;25911
1/9/2016;Aérea;Europa;32683
1/9/2016;Aérea;Resto del mundo;13579
1/9/2016;Fluvial/Marítima;Bolivia;8472
1/9/2016;Fluvial/Marítima;Brasil;9657
1/9/2016;Fluvial/Marítima;Chile;1050
1/9/2016;Fluvial/Marítima;Paraguay;6938
1/9/2016;Fluvial/Marítima;Uruguay;30068
1/9/2016;Fluvial/Marítima;EE.UU. y Canadá;1522
1/9/2016;Fluvial/Marítima;Resto de América;3733
1/9/2016;Fluvial/Marítima;Europa;4190
1/9/2016;Fluvial/Marítima;Resto del mundo;1147
1/9/2016;Terrestre;Bolivia;26936
1/9/2016;Terrestre;Brasil;29555
1/9/2016;Terrestre;Chile;54733
1/9/2016;Terrestre;Paraguay;51069
1/9/2016;Terrestre;Uruguay;32910
1/9/2016;Terrestre;EE.UU. y Canadá;2448
1/9/2016;Terrestre;Resto de América;10572
1/9/2016;Terrestre;Europa;11924
1/9/2016;Terrestre;Resto del mundo;3646
1/10/2016;Aérea;Bolivia;5856
1/10/2016;Aérea;Brasil;55081
1/10/2016;Aérea;Chile;23299
1/10/2016;Aérea;Paraguay;5171
1/10/2016;Aérea;Uruguay;4983
1/10/2016;Aérea;EE.UU. y Canadá;20087
1/10/2016;Aérea;Resto de América;31726
1/10/2016;Aérea;Europa;35890
1/10/2016;Aérea;Resto del mundo;14573
1/10/2016;Fluvial/Marítima;Bolivia;8221
1/10/2016;Fluvial/Marítima;Brasil;9614
1/10/2016;Fluvial/Marítima;Chile;1066
1/10/2016;Fluvial/Marítima;Paraguay;7227
1/10/2016;Fluvial/Marítima;Uruguay;31127
1/10/2016;Fluvial/Marítima;EE.UU. y Canadá;2221
1/10/2016;Fluvial/Marítima;Resto de América;5125
1/10/2016;Fluvial/Marítima;Europa;6166
1/10/2016;Fluvial/Marítima;Resto del mundo;1443
1/10/2016;Terrestre;Bolivia;30618
1/10/2016;Terrestre;Brasil;30011
1/10/2016;Terrestre;Chile;68240
1/10/2016;Terrestre;Paraguay;59997
1/10/2016;Terrestre;Uruguay;27707
1/10/2016;Terrestre;EE.UU. y Canadá;2984
1/10/2016;Terrestre;Resto de América;12041
1/10/2016;Terrestre;Europa;20625
1/10/2016;Terrestre;Resto del mundo;5688
1/11/2016;Aérea;Bolivia;5737
1/11/2016;Aérea;Brasil;52301
1/11/2016;Aérea;Chile;23708
1/11/2016;Aérea;Paraguay;5042
1/11/2016;Aérea;Uruguay;4715
1/11/2016;Aérea;EE.UU. y Canadá;26809
1/11/2016;Aérea;Resto de América;34762
1/11/2016;Aérea;Europa;54057
1/11/2016;Aérea;Resto del mundo;14625
1/11/2016;Fluvial/Marítima;Bolivia;6516
1/11/2016;Fluvial/Marítima;Brasil;9122
1/11/2016;Fluvial/Marítima;Chile;989
1/11/2016;Fluvial/Marítima;Paraguay;7242
1/11/2016;Fluvial/Marítima;Uruguay;28090
1/11/2016;Fluvial/Marítima;EE.UU. y Canadá;5760
1/11/2016;Fluvial/Marítima;Resto de América;5592
1/11/2016;Fluvial/Marítima;Europa;11831
1/11/2016;Fluvial/Marítima;Resto del mundo;1901
1/11/2016;Terrestre;Bolivia;26594
1/11/2016;Terrestre;Brasil;28907
1/11/2016;Terrestre;Chile;67054
1/11/2016;Terrestre;Paraguay;51555
1/11/2016;Terrestre;Uruguay;22921
1/11/2016;Terrestre;EE.UU. y Canadá;4843
1/11/2016;Terrestre;Resto de América;12571
1/11/2016;Terrestre;Europa;34930
1/11/2016;Terrestre;Resto del mundo;6101
1/12/2016;Aérea;Bolivia;7720
1/12/2016;Aérea;Brasil;45569
1/12/2016;Aérea;Chile;19493
1/12/2016;Aérea;Paraguay;5825
1/12/2016;Aérea;Uruguay;3987
1/12/2016;Aérea;EE.UU. y Canadá;30532
1/12/2016;Aérea;Resto de América;47161
1/12/2016;Aérea;Europa;60037
1/12/2016;Aérea;Resto del mundo;16113
1/12/2016;Fluvial/Marítima;Bolivia;9265
1/12/2016;Fluvial/Marítima;Brasil;16935
1/12/2016;Fluvial/Marítima;Chile;1289
1/12/2016;Fluvial/Marítima;Paraguay;14009
1/12/2016;Fluvial/Marítima;Uruguay;28145
1/12/2016;Fluvial/Marítima;EE.UU. y Canadá;11181
1/12/2016;Fluvial/Marítima;Resto de América;8114
1/12/2016;Fluvial/Marítima;Europa;13714
1/12/2016;Fluvial/Marítima;Resto del mundo;3265
1/12/2016;Terrestre;Bolivia;51033
1/12/2016;Terrestre;Brasil;34502
1/12/2016;Terrestre;Chile;84344
1/12/2016;Terrestre;Paraguay;132274
1/12/2016;Terrestre;Uruguay;22403
1/12/2016;Terrestre;EE.UU. y Canadá;6628
1/12/2016;Terrestre;Resto de América;16033
1/12/2016;Terrestre;Europa;29932
1/12/2016;Terrestre;Resto del mundo;9346
1/1/2017;Aérea;Bolivia;8102
1/1/2017;Aérea;Brasil;46279
1/1/2017;Aérea;Chile;16710
1/1/2017;Aérea;Paraguay;5725
1/1/2017;Aérea;Uruguay;3233
1/1/2017;Aérea;EE.UU. y Canadá;38842
1/1/2017;Aérea;Resto de América;36562
1/1/2017;Aérea;Europa;73053
1/1/2017;Aérea;Resto del mundo;19573
1/1/2017;Fluvial/Marítima;Bolivia;7718
1/1/2017;Fluvial/Marítima;Brasil;33339
1/1/2017;Fluvial/Marítima;Chile;2329
1/1/2017;Fluvial/Marítima;Paraguay;11576
1/1/2017;Fluvial/Marítima;Uruguay;22639
1/1/2017;Fluvial/Marítima;EE.UU. y Canadá;20009
1/1/2017;Fluvial/Marítima;Resto de América;7966
1/1/2017;Fluvial/Marítima;Europa;21272
1/1/2017;Fluvial/Marítima;Resto del mundo;6053
1/1/2017;Terrestre;Bolivia;59626
1/1/2017;Terrestre;Brasil;51520
1/1/2017;Terrestre;Chile;109653
1/1/2017;Terrestre;Paraguay;80567
1/1/2017;Terrestre;Uruguay;22896
1/1/2017;Terrestre;EE.UU. y Canadá;7208
1/1/2017;Terrestre;Resto de América;16263
1/1/2017;Terrestre;Europa;34249
1/1/2017;Terrestre;Resto del mundo;14262
1/2/2017;Aérea;Bolivia;6922
1/2/2017;Aérea;Brasil;26818
1/2/2017;Aérea;Chile;21576
1/2/2017;Aérea;Paraguay;4929
1/2/2017;Aérea;Uruguay;3451
1/2/2017;Aérea;EE.UU. y Canadá;28272
1/2/2017;Aérea;Resto de América;26292
1/2/2017;Aérea;Europa;53129
1/2/2017;Aérea;Resto del mundo;15455
1/2/2017;Fluvial/Marítima;Bolivia;6265
1/2/2017;Fluvial/Marítima;Brasil;26105
1/2/2017;Fluvial/Marítima;Chile;3923
1/2/2017;Fluvial/Marítima;Paraguay;8764
1/2/2017;Fluvial/Marítima;Uruguay;23174
1/2/2017;Fluvial/Marítima;EE.UU. y Canadá;21198
1/2/2017;Fluvial/Marítima;Resto de América;4558
1/2/2017;Fluvial/Marítima;Europa;26293
1/2/2017;Fluvial/Marítima;Resto del mundo;9491
1/2/2017;Terrestre;Bolivia;46959
1/2/2017;Terrestre;Brasil;30834
1/2/2017;Terrestre;Chile;143283
1/2/2017;Terrestre;Paraguay;67689
1/2/2017;Terrestre;Uruguay;22016
1/2/2017;Terrestre;EE.UU. y Canadá;6505
1/2/2017;Terrestre;Resto de América;10782
1/2/2017;Terrestre;Europa;31267
1/2/2017;Terrestre;Resto del mundo;13029
1/3/2017;Aérea;Bolivia;4760
1/3/2017;Aérea;Brasil;42302
1/3/2017;Aérea;Chile;24139
1/3/2017;Aérea;Paraguay;4471
1/3/2017;Aérea;Uruguay;4248
1/3/2017;Aérea;EE.UU. y Canadá;31426
1/3/2017;Aérea;Resto de América;28504
1/3/2017;Aérea;Europa;57764
1/3/2017;Aérea;Resto del mundo;15896
1/3/2017;Fluvial/Marítima;Bolivia;4938
1/3/2017;Fluvial/Marítima;Brasil;17266
1/3/2017;Fluvial/Marítima;Chile;1560
1/3/2017;Fluvial/Marítima;Paraguay;8010
1/3/2017;Fluvial/Marítima;Uruguay;26104
1/3/2017;Fluvial/Marítima;EE.UU. y Canadá;12765
1/3/2017;Fluvial/Marítima;Resto de América;4581
1/3/2017;Fluvial/Marítima;Europa;15340
1/3/2017;Fluvial/Marítima;Resto del mundo;3260
1/3/2017;Terrestre;Bolivia;27891
1/3/2017;Terrestre;Brasil;26694
1/3/2017;Terrestre;Chile;63640
1/3/2017;Terrestre;Paraguay;48230
1/3/2017;Terrestre;Uruguay;23466
1/3/2017;Terrestre;EE.UU. y Canadá;6129
1/3/2017;Terrestre;Resto de América;9472
1/3/2017;Terrestre;Europa;28345
1/3/2017;Terrestre;Resto del mundo;8908
1/4/2017;Aérea;Bolivia;5840
1/4/2017;Aérea;Brasil;45565
1/4/2017;Aérea;Chile;20186
1/4/2017;Aérea;Paraguay;5189
1/4/2017;Aérea;Uruguay;5440
1/4/2017;Aérea;EE.UU. y Canadá;24972
1/4/2017;Aérea;Resto de América;30986
1/4/2017;Aérea;Europa;47905
1/4/2017;Aérea;Resto del mundo;13379
1/4/2017;Fluvial/Marítima;Bolivia;7890
1/4/2017;Fluvial/Marítima;Brasil;9282
1/4/2017;Fluvial/Marítima;Chile;964
1/4/2017;Fluvial/Marítima;Paraguay;7890
1/4/2017;Fluvial/Marítima;Uruguay;37473
1/4/2017;Fluvial/Marítima;EE.UU. y Canadá;4270
1/4/2017;Fluvial/Marítima;Resto de América;5284
1/4/2017;Fluvial/Marítima;Europa;8197
1/4/2017;Fluvial/Marítima;Resto del mundo;1761
1/4/2017;Terrestre;Bolivia;26731
1/4/2017;Terrestre;Brasil;31717
1/4/2017;Terrestre;Chile;52641
1/4/2017;Terrestre;Paraguay;54100
1/4/2017;Terrestre;Uruguay;36040
1/4/2017;Terrestre;EE.UU. y Canadá;3068
1/4/2017;Terrestre;Resto de América;9292
1/4/2017;Terrestre;Europa;19812
1/4/2017;Terrestre;Resto del mundo;6084
1/5/2017;Aérea;Bolivia;5079
1/5/2017;Aérea;Brasil;52396
1/5/2017;Aérea;Chile;21136
1/5/2017;Aérea;Paraguay;5830
1/5/2017;Aérea;Uruguay;5052
1/5/2017;Aérea;EE.UU. y Canadá;19149
1/5/2017;Aérea;Resto de América;28007
1/5/2017;Aérea;Europa;33136
1/5/2017;Aérea;Resto del mundo;12442
1/5/2017;Fluvial/Marítima;Bolivia;8640
1/5/2017;Fluvial/Marítima;Brasil;8252
1/5/2017;Fluvial/Marítima;Chile;766
1/5/2017;Fluvial/Marítima;Paraguay;7130
1/5/2017;Fluvial/Marítima;Uruguay;29041
1/5/2017;Fluvial/Marítima;EE.UU. y Canadá;1839
1/5/2017;Fluvial/Marítima;Resto de América;3755
1/5/2017;Fluvial/Marítima;Europa;3620
1/5/2017;Fluvial/Marítima;Resto del mundo;1100
1/5/2017;Terrestre;Bolivia;25438
1/5/2017;Terrestre;Brasil;23921
1/5/2017;Terrestre;Chile;35622
1/5/2017;Terrestre;Paraguay;43243
1/5/2017;Terrestre;Uruguay;18224
